title,authors,num_citations,pub_year,pub_id,abstract
A MOF-Based Potent Ferroptosis Inducer for Enhanced Radiotherapy of Triple Negative Breast Cancer.,"[{'authorId': '50483925', 'name': 'Lijuan Zeng'}, {'authorId': '2000475158', 'name': 'Shuaishuai Ding'}, {'authorId': '2146176137', 'name': 'Yuhua Cao'}, {'authorId': '2218956881', 'name': 'Chenglong Li'}, {'authorId': '2112633343', 'name': 'Bingjie Zhao'}, {'authorId': '2218740771', 'name': 'Zhili Ma'}, {'authorId': '2145787530', 'name': 'Jingrong Zhou'}, {'authorId': '2116111501', 'name': 'Yunping Hu'}, {'authorId': '2156007756', 'name': 'Xiao Zhang'}, {'authorId': '7607499', 'name': 'Yezhou Yang'}, {'authorId': '152720276', 'name': 'Guang-jie Duan'}, {'authorId': '145788699', 'name': 'X. Bian'}, {'authorId': '2954174', 'name': 'Gan Tian'}]",66,2023,63ef68eec5735b9cb6663fcf114b6a5b2e218f59,"Radiotherapy (RT) is one of the important clinical treatments for local control of triple-negative breast cancer (TNBC), but radioresistance still exists. Ferroptosis has been recognized as a natural barrier for cancer progression and represents a significant role of RT-mediated anticancer effects, while the simultaneous activation of ferroptosis defensive system during RT limits the synergistic effect between RT and ferroptosis. Herein, we engineered a tumor microenvironment (TME) degradable nanohybrid with a dual radiosensitization manner to combine ferroptosis induction and high-Z effect based on metal-organic frameworks for ferroptosis-augmented RT of TNBC. The encapsulated l-buthionine-sulfoximine (BSO) could inhibit glutathione (GSH) biosynthesis for glutathione peroxidase 4 (GPX4) inactivation to break down the ferroptosis defensive system, and the delivered ferrous ions could act as a powerful ferroptosis executor via triggering the Fenton reaction; the combination of them induces potent ferroptosis, which could synergize with the surface decorated Gold (Au) NPs-mediated radiosensitization to improve RT efficacy. In vivo antitumor results revealed that the nanohybrid could significantly improve the therapeutic efficacy and antimetastasis efficiency based on the combinational mechanism between ferroptosis and RT. This work thus demonstrated that combining RT with efficient ferroptosis induction through nanotechnology was a feasible and promising strategy for TNBC treatment."
Triple-negative breast cancer therapy: Current and future perspectives (Review),"[{'authorId': '38265245', 'name': 'K. Won'}, {'authorId': '6522543', 'name': 'C. Spruck'}]",284,2020,e1b30c776ef90e39944215dcbf23b539e2492440,"Triple-negative breast cancer (TNBC) accounts for 10-15% of all breast cancer cases. TNBCs lack estrogen and progesterone receptors and express low levels of HER2, and therefore do not respond to hormonal or anti-HER2 therapies. TNBC is a particularly aggressive form of breast cancer that generally displays poorer prognosis compared to other breast cancer subtypes. TNBC is chemotherapy sensitive, and this treatment remains the standard of care despite its limited benefit. Recent advances with novel agents have been made for specific subgroups with PD-L1+ tumors or germline Brca-mutated tumors. However, only a fraction of these patients responds to immune checkpoint or PARP inhibitors and even those who do respond often develop resistance and relapse. Various new agents and combination strategies have been explored to further understand molecular and immunological aspects of TNBC. In this review, we discuss clinical trials in the management of TNBC as well as perspectives for potential future treatments."
Adjuvant treatments for triple-negative breast cancers.,"[{'authorId': '3810567', 'name': 'H. Joensuu'}, {'authorId': '2985945', 'name': 'J. Gligorov'}]",115,2012,616c6905ffd0deeb52124bb20dce51b2487a3e4f,"Conventional chemotherapy is the mainstay of adjuvant systemic treatment for most patients with early triple-negative breast cancer (TNBC). At present, comparisons between adjuvant chemotherapy regimens are retrospective in nature, and so the optimal drugs or drug combinations have not been established for patients with early TNBC. In retrospective subgroup analyses, taxanes are more effective than 5-fluorouracil in combination with cyclophosphamide and doxorubicin. Classical CMF (cyclophosphamide, methotrexate and 5-fluorouracil) has shown efficacy, whereas few data on the role of anthracyclines are available. An unplanned subgroup analysis of one randomised study suggests that capecitabine adds efficacy to a taxane-anthracycline regimen, but this observation requires confirmation. High-dose adjuvant chemotherapy is considered experimental. Ongoing trials are comparing standard adjuvant regimens with regimens that integrate an anti-angiogenic agent, a platin or maintenance capecitabine. Inhibitors of DNA repair or specific tyrosine kinases have not yet been addressed in the adjuvant setting. In the absence of data from prospective trials that focus on adjuvant therapy of early TNBC, several regimens, such as a taxane and an anthracycline-containing regimen or classical CMF may be considered reasonable choices."
Triple-negative breast cancer: is there a treatment on the horizon?,"[{'authorId': '50018065', 'name': 'Hui Yao'}, {'authorId': '5594019', 'name': 'Guangchun He'}, {'authorId': '48700238', 'name': 'Shichao Yan'}, {'authorId': '2145762446', 'name': 'Chao Chen'}, {'authorId': '47237361', 'name': 'Liujiang Song'}, {'authorId': '4038296', 'name': 'T. Rosol'}, {'authorId': '4269029', 'name': 'Xiyun Deng'}]",313,2016,f0a5504ec45a78a472fae1c50c40ce76acb6f698,"Triple-negative breast cancer (TNBC), which accounts for 15–20% of all breast cancers, does not express estrogen receptor (ER) or progesterone receptor (PR) and lacks human epidermal growth factor receptor 2 (HER2) overexpression or amplification. These tumors have a more aggressive phenotype and a poorer prognosis due to the high propensity for metastatic progression and absence of specific targeted treatments. Patients with TNBC do not benefit from hormonal or trastuzumab-based targeted therapies because of the loss of target receptors. Although these patients respond to chemotherapeutic agents such as taxanes and anthracyclines better than other subtypes of breast cancer, prognosis remains poor. A group of targeted therapies under investigation showed favorable results in TNBC, especially in cancers with BRCA mutation. The lipid-lowering statins (3-hydroxy-3-methyl-glutaryl coenzyme A reductase inhibitors), including lovastatin and simvastatin, have been shown to preferentially target TNBC compared with non-TNBC. These statins hold great promise for the management of TNBC. Only with the understanding of the molecular basis for the preference of statins for TNBC and more investigations in clinical trials can they be reformulated into a clinically approved drug against TNBC."
Engineering macrophage-derived exosomes for targeted chemotherapy of triple-negative breast cancer.,"[{'authorId': '2109153473', 'name': 'Sha Li'}, {'authorId': '1693970577', 'name': 'Yijing Wu'}, {'authorId': '2064423631', 'name': 'Fei Ding'}, {'authorId': '2109723330', 'name': 'Jiapei Yang'}, {'authorId': '2152908663', 'name': 'Jing Li'}, {'authorId': '5666521', 'name': 'Xihui Gao'}, {'authorId': '98584503', 'name': 'Chuan Zhang'}, {'authorId': '2108685484', 'name': 'Jing Feng'}]",152,2020,b114fba896ddc4aa942d721fe72f5e6113fc6674,"Triple-negative breast cancer (TNBC) is the most metastatic and recurrent subtype of all breast cancers. Owing to the lack of therapeutic targets, chemotherapy and surgical intervention are the only treatments for TNBC. However, the effectiveness of chemotherapeutics is limited by its shortcomings such as poor targeting, easy removal and high toxicity. Recently, exosomes have attracted more and more attention as a drug delivery system. As endogenous vesicles, exosomes ensure low immunogenicity, nontoxicity, and long blood circulation time. In addition, immune cell-derived exosomes can mimic the immune cell to target tumor cells. Herein, we developed a macrophage-derived exosome-coated poly(lactic-co-glycolic acid) nanoplatform for targeted chemotherapy of TNBC. To further improve the tumor targetability, the surface of the exosome was modified with a peptide to target the mesenchymal-epithelial transition factor (c-Met), which is overexpressed by TNBC cells. The results showed that the engineered exosome-coated nanoparticles significantly improved the cellular uptake efficiency and the antitumor efficacy of doxorubicin. In vivo study demonstrated that the nanocarriers exhibited remarkable tumor-targeting efficacy, led to increased inhibition of tumor growth and induced intense tumor apoptosis. These results indicated that the engineered macrophage exosome-coated nanoparticles were a promising drug delivery strategy for TNBC treatment."
Treatment Strategies Against Triple-Negative Breast Cancer: An Updated Review,"[{'authorId': '12810029', 'name': 'Mudasir Maqbool'}, {'authorId': '1435349937', 'name': 'F. Bekele'}, {'authorId': '1381096686', 'name': 'Ginenus Fekadu'}]",57,2022,8e234ce780d6a118f591f44b2e3aa5d1ad98e439,"Abstract Triple-negative breast cancer (TNBC) is associated with an increased risk of early recurrence and distant metastasis, as well as the development of therapeutic resistance and poor prognosis. TNBC is characterized by a wide range of genetic, immunophenotypic, morphological, and clinical features. TNBC is coined to describe cancers that lack estrogen receptor (ER), progesterone receptor (PR), and human epidermal growth factor receptor 2 (HER2). As a result, hormonal or trastuzumab-based treatments are ineffective in TNBC patients. TNBCs are biologically aggressive, and despite some evidence that they respond to treatment better than other forms of breast cancer, the prognosis remains poor. This is attributed to a shorter disease-free interval in adjuvant and neoadjuvant settings, as well as a more aggressive metastatic course. TNBC has a lot of clinical ramifications. In terms of new treatment methods, TNBC has lagged behind other types of breast cancer. There are not many options for treating this form of breast cancer because it is progressive. Many effective treatments for most breast cancers block the growth-stimulating effects of ER, PR, and/or HER2, leaving TNBC with few choices. Finding new and effective treatment options for TNBC remains a critical clinical need. To develop more effective drugs, new experimental approaches must be tested in patients with TNBC."
Current Triple-Negative Breast Cancer Subtypes: Dissecting the Most Aggressive Form of Breast Cancer,"[{'authorId': '1435930076', 'name': 'Miquel Ensenyat-Mendez'}, {'authorId': '1403848131', 'name': 'P. Llinàs-Arias'}, {'authorId': '40057615', 'name': 'J. Orozco'}, {'authorId': '2112477007', 'name': 'Sandra Íñiguez-Muñoz'}, {'authorId': '36021259', 'name': 'M. Salomon'}, {'authorId': '4072835', 'name': 'Borja Sesé'}, {'authorId': '5796108', 'name': 'M. DiNome'}, {'authorId': '5605265', 'name': 'D. Marzese'}]",93,2021,d620463bab2730e4f57fe426d51665f50efcd1a8,"Triple-negative breast cancer (TNBC) is a highly heterogeneous disease defined by the absence of estrogen receptor (ER) and progesterone receptor (PR) expression, and human epidermal growth factor receptor 2 (HER2) overexpression that lacks targeted treatments, leading to dismal clinical outcomes. Thus, better stratification systems that reflect intrinsic and clinically useful differences between TNBC tumors will sharpen the treatment approaches and improve clinical outcomes. The lack of a rational classification system for TNBC also impacts current and emerging therapeutic alternatives. In the past years, several new methodologies to stratify TNBC have arisen thanks to the implementation of microarray technology, high-throughput sequencing, and bioinformatic methods, exponentially increasing the amount of genomic, epigenomic, transcriptomic, and proteomic information available. Thus, new TNBC subtypes are being characterized with the promise to advance the treatment of this challenging disease. However, the diverse nature of the molecular data, the poor integration between the various methods, and the lack of cost-effective methods for systematic classification have hampered the widespread implementation of these promising developments. However, the advent of artificial intelligence applied to translational oncology promises to bring light into definitive TNBC subtypes. This review provides a comprehensive summary of the available classification strategies. It includes evaluating the overlap between the molecular, immunohistochemical, and clinical characteristics between these approaches and a perspective about the increasing applications of artificial intelligence to identify definitive and clinically relevant TNBC subtypes."
Triple-Negative Breast Cancer: Current Understanding and Future Therapeutic Breakthrough Targeting Cancer Stemness,"[{'authorId': '3560596', 'name': 'Kha-Liang Lee'}, {'authorId': '5125862', 'name': 'Yung-Che Kuo'}, {'authorId': '80425370', 'name': 'Y. Ho'}, {'authorId': '2155114237', 'name': 'Yen-Hua Huang'}]",170,2019,c6207a32eb543664587ea7d0ade7ee6d6e4af7ee,"Triple-negative breast cancer (TNBC) is cancer that tested as negative for estrogen receptors (ER), progesterone receptors (PR), and excess human epidermal growth factor receptor 2 (HER2) protein which accounts for 15%–20% of all breast cancer cases. TNBC is considered to be a poorer prognosis than other types of breast cancer, mainly because it involves more aggressive phenotypes that are similar to stem cell–like cancer cells (cancer stem cell, CSC). Thus, targeted treatment of TNBC remains a major challenge in clinical practice. This review article surveys the latest evidence concerning the role of genomic alteration in current TNBC treatment responses, current clinical trials and potential targeting sites, CSC and drug resistance, and potential strategies targeting CSCs in TNBC. Furthermore, the role of insulin-like growth factor 1 receptor (IGF-1R) and nicotinic acetylcholine receptors (nAChR) in stemness expression, chemoresistance, and metastasis in TNBC and their relevance to potential treatments are also discussed and highlighted."
Locoregional treatments for triple-negative breast cancer.,"[{'authorId': '6941574', 'name': 'W. Eiermann'}, {'authorId': '143717899', 'name': 'K. Vallis'}]",28,2012,487cd0c36faeab40db749560275526a4aaf79744,"The absence of drug-targetable receptors in triple-negative breast cancer (TNBC) makes the use of targeted systemic therapy inappropriate for this breast cancer subgroup. Although patients with TNBC show sensitivity to some chemotherapy regimens, in early-stage disease greater emphasis is placed on locoregional treatments, based on surgery and radiation therapy (RT). Ongoing improvements in both screening and surgical techniques have reduced the need for radical surgical intervention in all breast cancers, and breast-conserving surgery (BCS) followed by RT is now increasingly common for all tumour types. However, while evidence has clearly established the importance of post-surgical RT for favourable long-term outcomes in breast cancer, it is less well-established as to where and under which conditions more radical surgeries than BCS, such as modified radical mastectomy (MRM), may be indicated for TNBC. A high proportion of TNBC tumours are BRCA1-mutated and therefore patients with this type of tumour are at a potentially elevated risk of ipsilateral or contralateral recurrence. In addition, while some studies indicate that post-BCS locoregional TNBC relapse rates generally appear similar to other tumour types, some evidence suggests that distant relapse rates may be higher. There is evidence that some subtypes of TNBC may require MRM rather than BCS for optimal long-term outcomes. More research is needed to establish whether TNBC-specific approaches to locoregional treatment may be required."
Molecular Targets of Triple-Negative Breast Cancer: Where Do We Stand?,"[{'authorId': '2113841562', 'name': 'E. Newton'}, {'authorId': '46354461', 'name': 'Lauren E Mueller'}, {'authorId': '2120407663', 'name': 'Scout M Treadwell'}, {'authorId': '6214680', 'name': 'C. Morris'}, {'authorId': '6360259', 'name': 'Heather L. Machado'}]",29,2022,c555052c9a47c41cdac1fb2495781e2cf45605cb,"Simple Summary Triple-negative breast cancer (TNBC) is one of the most aggressive breast cancer subtypes, largely due to heterogeneity and lack of treatment options. Due to absence of targetable hormone receptor expression, chemotherapy is the current standard of care for TNBC. However, recurrence and metastasis following treatment with chemotherapy and radiation remain major contributors to mortality. To develop more effective treatments of TNBC, molecular pathways involved in tumor growth, vascularization, and apoptosis have been investigated as potential targets. In this review, we outline promising biological targets that may be implicated in future TNBC treatments. Abstract Triple-negative breast cancer (TNBC) is a highly aggressive form of breast cancer. Due to its heterogeneity and lack of hormone receptor expression, this subtype is more likely to metastasize and resist treatment attempts than are other forms of breast cancer. Due to the absence of targetable receptors, chemotherapy and breast conserving surgery have been the predominant treatment options for patients. However, resistance to chemotherapy and local recurrence of the tumors is frequent. Emerging immunotherapies have begun to change treatment plans for patients diagnosed with TNBC. In this review, we discuss the various immune pathways identified in TNBC and the role they play as targets for new potential treatment choices. Various therapeutic options that inhibit key pathways in cellular growth cycles, DNA repair mechanisms, epithelial mesenchymal transition, and immunosuppression have been shown to improve survival in patients with this disease. With promising results thus far, continued studies of immunotherapy and neoadjuvant therapy options for TNBC are likely to alter the treatment course for these diagnoses in the future."
Programmed death ligand 1 expression in triple‐negative breast cancer is associated with tumour‐infiltrating lymphocytes and improved outcome,"[{'authorId': '34837404', 'name': 'Rhiannon K Beckers'}, {'authorId': '50033689', 'name': 'C. Selinger'}, {'authorId': '31621467', 'name': 'R. Vilain'}, {'authorId': '4794298', 'name': 'J. Madore'}, {'authorId': '6526042', 'name': 'J. Wilmott'}, {'authorId': '152421773', 'name': 'K. Harvey'}, {'authorId': '2078976', 'name': 'Anne T Holliday'}, {'authorId': '25152816', 'name': 'C. Cooper'}, {'authorId': '48993260', 'name': 'E. Robbins'}, {'authorId': '2380516', 'name': 'D. Gillett'}, {'authorId': '33719236', 'name': 'C. Kennedy'}, {'authorId': '6795313', 'name': 'L. Gluch'}, {'authorId': '145529601', 'name': 'H. Carmalt'}, {'authorId': '34818931', 'name': 'C. Mak'}, {'authorId': '145975068', 'name': 'S. Warrier'}, {'authorId': '48719829', 'name': 'H. Gee'}, {'authorId': '1753300', 'name': 'Charles Chan'}, {'authorId': '51006865', 'name': 'A. McLean'}, {'authorId': '2072393391', 'name': 'Emily Walker'}, {'authorId': '35771924', 'name': 'C. McNeil'}, {'authorId': '5047202', 'name': 'J. Beith'}, {'authorId': '145447967', 'name': 'A. Swarbrick'}, {'authorId': '4367152', 'name': 'R. Scolyer'}, {'authorId': '1397409494', 'name': ""S. O'toole""}]",200,2016,0bf046a3f095e5e270869ecc9724c25030f3d93c,"Triple‐negative breast cancer (TNBC) patients generally have a poor outcome; there is a pressing need to identify more effective therapeutic strategies. Clinical trials targeting programmed death 1/programmed death ligand 1 (PD1/PDL1) in melanoma and non‐small‐cell lung cancer have reported high response rates, and tumoral PDL1 expression has been suggested as a potential biomarker to enrich for patient response to these treatments. There are only very limited data to date reporting the expression of PDL1 in TNBC."
Notch Signaling Activation as a Hallmark for Triple-Negative Breast Cancer Subtype,"[{'authorId': '46986009', 'name': 'M. V. Giuli'}, {'authorId': '1404812727', 'name': 'E. Giuliani'}, {'authorId': '4371122', 'name': 'I. Screpanti'}, {'authorId': '40604529', 'name': 'D. Bellavia'}, {'authorId': '5583576', 'name': 'S. Checquolo'}]",132,2019,ec09c1c897aeff67de726b5749d1c4cef7149647,"Triple-negative breast cancer (TNBC) is a subgroup of 15%-20% of diagnosed breast cancer patients. It is generally considered to be the most difficult breast cancer subtype to deal with, due to the lack of estrogen receptor (ER), progesterone receptor (PR), and human epidermal growth factor receptor 2 (HER2), which usually direct targeted therapies. In this scenario, the current treatments of TNBC-affected patients rely on tumor excision and conventional chemotherapy. As a result, the prognosis is overall poor. Thus, the identification and characterization of targets for novel therapies are urgently required. The Notch signaling pathway has emerged to act in the pathogenesis and tumor progression of TNBCs. Firstly, Notch receptors are associated with the regulation of tumor-initiating cells (TICs) behavior, as well as with the aetiology of TNBCs. Secondly, there is a strong evidence that Notch pathway is a relevant player in mammary cancer stem cells maintenance and expansion. Finally, Notch receptors expression and activation strongly correlate with the aggressive clinicopathological and biological phenotypes of breast cancer (e.g., invasiveness and chemoresistance), which are relevant characteristics of TNBC subtype. The purpose of this up-to-date review is to provide a detailed overview of the specific role of all four Notch receptors (Notch1, Notch2, Notch3, and Notch4) in TNBCs, thus identifying the Notch signaling pathway deregulation/activation as a pathognomonic feature of this breast cancer subtype. Furthermore, this review will also discuss recent information associated with different therapeutic options related to the four Notch receptors, which may be useful to evaluate prognostic or predictive indicators as well as to develop new therapies aimed at improving the clinical outcome of TNBC patients."
Triple negative breast cancer subtypes and pathologic complete response rate to neoadjuvant chemotherapy,"[{'authorId': '11439508', 'name': 'Angela Santonja'}, {'authorId': '1390030414', 'name': 'A. Sánchez‐Muñoz'}, {'authorId': '3187267', 'name': 'A. Lluch'}, {'authorId': '1422239750', 'name': 'M. R. Chica-Parrado'}, {'authorId': '47915558', 'name': 'J. Albanell'}, {'authorId': '32754947', 'name': 'J. Chacón'}, {'authorId': '4160075', 'name': 'S. Antolín'}, {'authorId': '145311379', 'name': 'J. M. Jerez'}, {'authorId': '87434932', 'name': 'J. de la Haba'}, {'authorId': '3811455', 'name': 'V. de Luque'}, {'authorId': '1398346096', 'name': 'C. E. Fernández-De Sousa'}, {'authorId': '4363093', 'name': 'L. Vicioso'}, {'authorId': '11044146', 'name': 'Y. Plata'}, {'authorId': '1399777168', 'name': 'C. Ramírez-Tortosa'}, {'authorId': '1940733', 'name': 'M. Álvarez'}, {'authorId': '38292418', 'name': 'C. Llácer'}, {'authorId': '1401608804', 'name': 'I. Zarcos-Pedrinaci'}, {'authorId': '145096625', 'name': 'E. Carrasco'}, {'authorId': '144707846', 'name': 'R. Caballero'}, {'authorId': '1663772072', 'name': 'Miguel Martín'}, {'authorId': '143902219', 'name': 'E. Alba'}]",155,2018,82b149d1f4d45c01b07bba7982daa56e5686338a,"Triple negative breast cancer (TNBC) is a heterogeneous disease with distinct molecular subtypes that differentially respond to chemotherapy and targeted agents. The purpose of this study is to explore the clinical relevance of Lehmann TNBC subtypes by identifying any differences in response to neoadjuvant chemotherapy among them. We determined Lehmann subtypes by gene expression profiling in paraffined pre-treatment tumor biopsies from 125 TNBC patients treated with neoadjuvant anthracyclines and/or taxanes +/- carboplatin. We explored the clinicopathological characteristics of Lehmann subtypes and their association with the pathologic complete response (pCR) to different treatments. The global pCR rate was 37%, and it was unevenly distributed within Lehmann’s subtypes. Basal-like 1 (BL1) tumors exhibited the highest pCR to carboplatin containing regimens (80% vs 23%, p=0.027) and were the most proliferative (Ki-67>50% of 88.2% vs. 63.7%, p=0.02). Luminal-androgen receptor (LAR) patients achieved the lowest pCR to all treatments (14.3% vs 42.7%, p=0.045 when excluding mesenchymal stem-like (MSL) samples) and were the group with the lowest proliferation (Ki-67≤50% of 71% vs 27%, p=0.002). In our cohort, only tumors with LAR phenotype presented non-basal-like intrinsic subtypes (HER2-enriched and luminal A). TNBC patients present tumors with a high genetic diversity ranging from highly proliferative tumors, likely responsive to platinum-based therapies, to a subset of chemoresistant tumors with low proliferation and luminal characteristics."
